Approval Number,Trading Name,Address1,Address2,Address3,Town,Postcode,"Part A, Section III: Meat of farmed game","Part A, Section IV: Wild game meat","Part A, Section V: Minced meat, meat preparations and mechanically separated meat","Part A, Section VI: Meat products","Part A, Section VII: Live bivalve molluscs","Part A, Section VIII: Fishery products","Part A, Section IX: Raw milk and dairy products","Part A, Section X: Eggs and egg products","Part A, Section XI: Frog's legs and snails","Part A, Section XII: Rendered animal fats and greaves","Part A, Section XIII: Treated stomachs, bladders and intestines","Part A, Section XIV: Gelatine","Part A, Section XV: Collagen",Part A (All sections),Species,Remarks,CompetentAuthority,Country
1546,AP Jess Ltd,,,,Paisley,,,,,,,,,,,,,,,Section: I (CP),,,Food Standards Scotland,Scotland
1560,Scotbeef Ltd,,,,Bridge of Allan,,,,MP (Meat Preparation Establishment),PP (Processing Plant),,,,,,PP (Processing Plant),PP (Processing Plant),,,"Section: I (CP), Section: I (SH), Section: VI (PP), Section: XII (PP), Section: XIII (PP), Section: V (MP)","Bovine, Ovine","Meat Products, Treated stomachs, bladders and intestines",Food Standards Scotland,Scotland
1571,Ramsay of Carluke Ltd,,,,Carluke,,,,"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",PP (Processing Plant),,,,,,,,,,"Section: I (CP), Section: I (SH), Section: V (MM), Section: V (MP), Section: VI (PP)",Porcine,Meat Products,Food Standards Scotland,Scotland
1584,Lockerbie Abattoir,,,,Lockerbie,,,,,,,,,,,,,,,"Section: I (CP), Section: I (SH)","Bovine, Caprine, Ovine, Porcine, Farmed Land Mammals other than Domestic Ungulates",,Food Standards Scotland,Scotland
1585,Mull Slaughterhouse Ltd,,,,Isle of Mull,,,GHE (Game Handling Establishment),"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",PP (Processing Plant),,,,,,,,,,"Section: I (CP), Section: I (SH), Section: V (MM), Section: V (MP), Section: VI (PP), Section: IV (GHE)","Bovine, Caprine, Ovine, Porcine, Wild Ungulates",Meat Products,Food Standards Scotland,Scotland
1598,Dawn Meats UK (T/A Highland Meats),,,,Saltcoats,,,,MM (Mince Meat Establishment),PP (Processing Plant),,,,,,,PP (Processing Plant),,,"Section: I (SH), Section: V (MM), Section: VI (PP), Section: XIII (PP), Section: 0 (CS), Section: I (CP)",Bovine,"Treated stomachs, bladders and intestines",Food Standards Scotland,Scotland
1621,Campbell Brothers Ltd,,,,Bonnyrigg,,,CP (Cutting Plant),"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",PP (Processing Plant),,,,,,,,,,"Section: 0 (CS), Section: I (CP), Section: II (CP), Section: V (MM), Section: V (MP), Section: VI (PP), Section: IV (CP)",,Meat Products,Food Standards Scotland,Scotland
1626,AK Stoddart Ltd,,,,Broxburn,,,,"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",,,,,,,,,,,"Section: I (CP), Section: V (MM), Section: V (MP)",,,Food Standards Scotland,Scotland
1633,P R DUFF LTD ,,,,Wishaw,,,,,,,,,,,,,,,"Section: 0 (CS), Section: I (CP)",,,Food Standards Scotland,Scotland
1641,Richard Carmichael (T/A Carmichael Estate Farm Meats),,,,Biggar,,SH (Slaughterhouse),GHE (Game Handling Establishment),"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",PP (Processing Plant),,,,,,,,,,"Section: I (CP), Section: I (SH), Section: V (MM), Section: V (MP), Section: VI (PP), Section: III (SH), Section: IV (GHE)","Ovine, Farmed Land Mammals other than Domestic Ungulates, Wild Ungulates",Meat Products,Food Standards Scotland,Scotland
1647,Kezie Ltd,,,,Duns,,,GHE (Game Handling Establishment),"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",PP (Processing Plant),,,,,,,,,,"Section: 0 (CS), Section: I (CP), Section: I (SH), Section: IV (GHE), Section: V (MM), Section: V (MP), Section: VI (PP), Section: II (CP)",Ratite ,Meat Products,Food Standards Scotland,Scotland
1648,Campbells Prime Meat Ltd.,,,,By Linlithgow,,,CP (Cutting Plant),"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",PP (Processing Plant),,,,,,,,,,"Section: 0 (CS), Section: 0 (RW), Section: I (CP), Section: V (MM), Section: V (MP), Section: VI (PP), Section: II (CP), Section: IV (CP)",,Meat Products,Food Standards Scotland,Scotland
1659,SAC Commercial Ltd,,,,Ayr,,,,,,,,,,,,,,,"Section: II (CP), Section: II (SH)",Poultry,,Food Standards Scotland,Scotland
1661,Barclay & Newton Ltd,,,,Wishaw,,,,,,,,,,,,,,,Section: I (CP),,,Food Standards Scotland,Scotland
1664,Hugh Black & Sons Ltd,,,,Bathgate,,,,"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",PP (Processing Plant),,,,,,,,,,"Section: I (CP), Section: II (CP), Section: V (MM), Section: V (MP), Section: VI (PP)",,Meat Products,Food Standards Scotland,Scotland
1672,WW Wales Ltd.,,,,Kilmarnock,,,,"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",,,,,,,,,,,"Section: I (CP), Section: V (MM), Section: V (MP), Section: 0 (RW), Section: 0 (CS)",,,Food Standards Scotland,Scotland
1674,Sandyford Abattoir (Ltd) Offal,,,,Paisley,,,,,,,,,,,,,,,Section: I (CP),,,Food Standards Scotland,Scotland
1679,Scotch Premier Meat Ltd,,,,Sutherland,,,,,,,,,,,,,,,"Section: I (CP), Section: I (SH)","Caprine, Ovine",,Food Standards Scotland,Scotland
1680,Simon Howie Butchers Ltd,,,,Dunning,,,CP (Cutting Plant),"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",PP (Processing Plant),,,,,,,,,,"Section: 0 (CS), Section: I (CP), Section: II (CP), Section: V (MM), Section: V (MP), Section: VI (PP), Section: IV (CP)",,Meat Products,Food Standards Scotland,Scotland
1685,Charmaine Bain and John Andrew Bain (t\a Aberdeenshire Larder),,,,Ellon,,,GHE (Game Handling Establishment),"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",PP (Processing Plant),,,,,,,,,,"Section: I (CP), Section: II (CP), Section: IV (GHE), Section: V (MM), Section: V (MP), Section: VI (PP)",,Meat Products,Food Standards Scotland,Scotland
1686,John Morrison t/a Lochmaddy Slaughterhouse,,,,Isle Of North Uist,,,GHE (Game Handling Establishment),MM (Mince Meat Establishment),,,,,,,,,,,"Section: I (CP), Section: I (SH), Section: IV (GHE), Section: V (MM)","Bovine, Caprine, Ovine, Porcine",,Food Standards Scotland,Scotland
1692,William Young - William Young jnr - John Young - Elizabeth Young  T/A W G young,,,,Carluke,,,CP (Cutting Plant),"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",PP (Processing Plant),,,,,,,,,,"Section: I (CP), Section: II (CP), Section: IV (CP), Section: V (MM), Section: V (MP), Section: VI (PP), Section: 0 (RW)",,Meat Products,Food Standards Scotland,Scotland
1696,"Walter Young, John Young Snr & John Young Jnr (T/A Afton Glen Meats)",,,,Ayrshire,,,,"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",,,,,,,,,,,"Section: II (CP), Section: V (MM), Section: V (MP)",,,Food Standards Scotland,Scotland
1699,Richard Pickup and Celia Pickup T/A Craigadam Country Larder,,,,Kirkcudbrightshire,,,GHE (Game Handling Establishment),"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",PP (Processing Plant),,,,,,,,,,"Section: 0 (CS), Section: 0 (RW), Section: I (CP), Section: II (CP), Section: IV (GHE), Section: V (MM), Section: V (MP), Section: VI (PP)",,Meat Products,Food Standards Scotland,Scotland
1701,Hubertus Game Ltd.,,,,Pitlochry,,,GHE (Game Handling Establishment),"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",,,,,,,,,,,"Section: IV (GHE), Section: V (MM), Section: V (MP)",,,Food Standards Scotland,Scotland
1702,McLays Ltd,,,,Glasgow,,,,"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",PP (Processing Plant),,PP (Processing Plant),,,,,,,,"Section: 0 (RW), Section: I (CP), Section: II (CP), Section: V (MM), Section: V (MP), Section: VI (PP), Section: VIII (PP), Section: 0 (CS)",,Meat Products,Food Standards Scotland,Scotland
1704,J Rutherford T/A Burnside Farm Foods,,,,Kelso,,,CP (Cutting Plant),"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",,,,,,,,,,,"Section: 0 (CS), Section: 0 (RW), Section: I (CP), Section: II (CP), Section: IV (CP), Section: V (MM), Section: V (MP)",,,Food Standards Scotland,Scotland
1709,Dunbia Ayr Limited,,,,Drongan,,,,"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",,,,,,,,,,,"Section: I (CP), Section: V (MM), Section: V (MP)",,,Food Standards Scotland,Scotland
1715,Scotbeef Ltd. (Queenslie),,,,Glasgow,,,,"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",PP (Processing Plant),,,,,,,,,,"Section: I (CP), Section: V (MM), Section: V (MP), Section: VI (PP)",,Meat Products,Food Standards Scotland,Scotland
1717,Barraston Poultry Ltd (T/A Gilchrist Poultry),,,,Glasgow,,,,,,,,,,,,,,,Section: II (SH),Poultry,,Food Standards Scotland,Scotland
1718,Canup  Ltd t/a Balmoral Estate,,,,Ballater,,,GHE (Game Handling Establishment),,,,,,,,,,,,Section: IV (GHE),,,Food Standards Scotland,Scotland
1721,AVONDALE POULTRY LTD ,,,,Hamilton,,,,,,,,,,,,,,,"Section: 0 (CS), Section: II (CP)",,,Food Standards Scotland,Scotland
7008,Preseli Bluestone Meats Limited,Royal Oak Meadows,Old St. Clears Road,Johnstown,Carmarthen,SA31 3HL,,,"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",PP (Processing Plant),,,,,,,,,,"Section: 0 (CS), Section: 0 (RW), Section: I (CP), Section: II (CP), Section: V (MM), Section: V (MP), Section: VI (PP)",,Meat Products,Food Standards Agency,Wales
7009,2 Sisters Poultry Limited T/A 2 Sisters Sandycroft,Glendale Avenue,Sandycroft Industrial Estate,Sandycroft,Deeside,CH5 2QP,,,MP (Meat Preparation Establishment),,,,,,,,,,,"Section: II (CP), Section: II (SH), Section: V (MP)",Poultry,,Food Standards Agency,Wales
7013,Faccenda Foods Limited,Hardwicke Roundabout,,,Abergavenny,NP7 9YR,,,"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",PP (Processing Plant),,,,,,,,,,"Section: 0 (CS), Section: 0 (RW), Section: II (CP), Section: V (MM), Section: V (MP), Section: VI (PP)",,,Food Standards Agency,Wales
7015,Dunbia (Wales) (T/A Dunbia Llanybydder),Teifi Park Slaughterhouse,Lampeter Road,,Llanybydder,SA40 9QE,,,MP (Meat Preparation Establishment),PP (Processing Plant),,,,,,,PP (Processing Plant),,,"Section: I (CP), Section: I (SH), Section: V (MP), Section: VI (PP), Section: XIII (PP)","Bovine, Caprine, Ovine, Porcine",,Food Standards Agency,Wales
7016,Dunbia (Wales) (T/A Dunbia Felinfach),Dairygold Building,Aeron Valley Business Park,Felinfach,Lampeter,SA48 8AG,,,"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",,,,,,,,,,,"Section: 0 (CS), Section: I (CP), Section: V (MM), Section: V (MP)",,,Food Standards Agency,Wales
7020,Llechwedd Meats,Parc Bryn Cefni,,,Llangefni,LL77 7JA,,,"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",PP (Processing Plant),,,,,,,,,,"Section: 0 (CS), Section: 0 (RW), Section: I (CP), Section: II (CP), Section: V (MM), Section: V (MP), Section: VI (PP)",,Meat Products,Food Standards Agency,Wales
7022,Homeland Meats Ltd,Unit 9,Tynparc,Llandre,Bow Street,SY24 5BU,,,,,,,,,,,,,,"Section: 0 (CS), Section: I (CP)",,,Food Standards Agency,Wales
7023,Evan Roberts T/A E Roberts and Sons,Cae Iago,,Cwm Cynfal,Blaenau Ffestiniog,LL41 4PY,,,,,,,,,,,,,,"Section: I (CP), Section: I (SH)","Bovine, Ovine",,Food Standards Agency,Wales
7024,Daphne's Original Welsh Lamb,Unit 7B,Rhyl Road,,Denbigh,LL16 5TA,,CP (Cutting Plant),"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",,,,,,,,,,,"Section: 0 (CS), Section: I (CP), Section: IV (CP), Section: V (MM), Section: V (MP), Section: 0 (RW)",,,Food Standards Agency,Wales
7026,Menai Meats (Wales) Limited,The Abattoir,Cibyn Industrial Estate,,Caernarfon,LL55 2BD,,,,,,,,,,,,,,"Section: I (CP), Section: I (SH)","Bovine, Caprine, Ovine",,Food Standards Agency,Wales
7028,Celtica Foods Limited,Heol Y Plas,Cross Hands Food Park,Cross Hands,Llanelli,SA14 6SX,,CP (Cutting Plant),"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",,,,,,,,,,,"Section: 0 (CS), Section: 0 (RW), Section: I (CP), Section: II (CP), Section: IV (CP), Section: V (MM), Section: V (MP)",,,Food Standards Agency,Wales
7030,Bwydlyn,Parc Amaeth,,Llanystumdwy,Criccieth,LL52 0LJ,,,"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",,,,,,,,,,,"Section: 0 (CS), Section: 0 (RW), Section: I (CP), Section: II (CP), Section: V (MM), Section: V (MP)",,,Food Standards Agency,Wales
7031,Universal Foods,20 Bessemer Road,,,Cardiff,CF11 8BA,,,,,,,,,,,,,,Section: II (CP),,,Food Standards Agency,Wales
7036,M K (Wales) Ltd T/A (Maddock Kembery Meats),The Abattoir,Bridgend Road,Garth,Maesteg,CF34 0NW,SH (Slaughterhouse),,,PP (Processing Plant),,,,,,,,,,"Section: I (CP), Section: I (SH), Section: III (SH), Section: VI (PP)","Bovine, Caprine, Ovine, Porcine",,Food Standards Agency,Wales
7040,Weeks Wholesale Meat Company Ltd,Unit 9D Pennine Close,Parc Ty-glas,Llanishen,Cardiff,CF14 5DN,,,MM (Mince Meat Establishment),,,,,,,,,,,"Section: 0 (CS), Section: I (CP), Section: V (MM)",,,Food Standards Agency,Wales
7044,I & B Jones Ltd,The Quarry,Pentrebach Road,,Pontypridd,CF37 4BW,,,MP (Meat Preparation Establishment),PP (Processing Plant),,,,,,,,,,"Section: 0 (CS), Section: I (CP), Section: II (CP), Section: V (MP), Section: VI (PP)",,Meat Products,Food Standards Agency,Wales
7046,William Arthur James (T/A WA James Butchers),Raglan Abattoir,Crown Square,,Raglan,NP15 2EB,,,,,,,,,,,,,,"Section: I (CP), Section: I (SH), Section: 0 (CS)",,,Food Standards Agency,Wales
7047,Maelor Foods Limited,Pickhill Lane,Cross Lanes,,Wrexham,LL13 0UE,,,,,,,,,,,,,,Section: II (CP),,,Food Standards Agency,Wales
7048,Hugh Phillips Gower Butcher,Wern Fabian Farm,Llanmorlais,,Swansea,SA4 3TB,,,"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",PP (Processing Plant),,,,,,,,,,"Section: I (CP), Section: I (SH), Section: V (MM), Section: V (MP), Section: VI (PP), Section: II (CP)","Bovine, Caprine, Ovine, Porcine",Meat Products,Food Standards Agency,Wales
7050,Dowtys Cutting Plant,Unit 1 & 2 Thornton Industrial Trading Estate,,,Milford Haven,SA73 2RX,,,"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",,,PP (Processing Plant),,,,,,,,"Section: I (CP), Section: II (CP), Section: V (MM), Section: V (MP), Section: 0 (CS), Section: VIII (PP)",,,Food Standards Agency,Wales
7051,Mid Glamorgan Provisions Ltd,George Street,Bridgend Industrial Estate,,Bridgend,CF31 3TS,,,,PP (Processing Plant),,,,,,,,,,"Section: I (CP), Section: II (CP), Section: VI (PP), Section: 0 (RW), Section: 0 (CS)",,Meat Products,Food Standards Agency,Wales
7053,Banceithin Farm and Holiday Cottages,Food Centre Wales,Horeb Business Park,,Llandysul,SA44 4JG,,,"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",,,,,,,,,,,"Section: I (CP), Section: V (MM), Section: V (MP)",,,Food Standards Agency,Wales
7055,C.M. and S.E. Davies,Food Centre Wales,Horeb Business Park,,Llandysul,SA44 4JG,,,,,,,,,,,,,,Section: I (CP),,,Food Standards Agency,Wales
7058,E Roberts Meat Trading,Glasfryn Parc,Y Ffor,Pwllheli,Gwynedd,LL53 6PG,,,"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",PP (Processing Plant),,,,,,,,,,"Section: VI (PP), Section: I (CP), Section: II (CP), Section: V (MM), Section: 0 (RW), Section: 0 (CS), Section: V (MP)",,Meat Products,Food Standards Agency,Wales
7060,Porc Ormond Parc,Goetre Uchaf,Betws Bledrws,Lampeter,Ceredigion,SA19 7YB,,,"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",PP (Processing Plant),,,,,,,,,,"Section: VI (PP), Section: I (CP), Section: V (MM), Section: V (MP)",,Meat Products,Food Standards Agency,Wales
7061,Patricia Stebbings,Food Business Centre,Horeb Business Park,Llandsul,Ceredigion,SA44 4JG,,,MP (Meat Preparation Establishment),PP (Processing Plant),,,,,,,,,,"Section: VI (PP), Section: I (CP), Section: V (MP)",,Meat Products,Food Standards Agency,Wales
7069,Williams Lloyd Williams and Son Ltd,The Slaughterhouse,Gas Works Lane,,Machynlleth,SY20 8AA,,,MP (Meat Preparation Establishment),,,,,,,,,,,"Section: I (CP), Section: I (SH), Section: V (MP)","Bovine, Ovine, Porcine",,Food Standards Agency,Wales
7072,WJ George (Butchers) Ltd,Cross House,High Street,Talgarth,Brecon,LD3 0PD,SH (Slaughterhouse),,,,,,,,,,,,,"Section: I (SH), Section: III (SH)","Bovine, Caprine, Ovine, Porcine, Farmed Land Mammals other than Domestic Ungulates",,Food Standards Agency,Wales
7084,Huw Evans & Morag Evans (T/A Cig Oen Caron),The Abattoir,,,Tregaron,SY25 6NJ,,,MM (Mince Meat Establishment),,,,,,,,,,,"Section: I (CP), Section: I (SH), Section: V (MM)","Bovine, Ovine, Porcine",,Food Standards Agency,Wales
7085,Direct Meat Supplies Ltd,Unit 39 LEC Units,100 Trostre Road,,Llanelli,SA15 2EA,,,"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",PP (Processing Plant),,,,,,,,,,"Section: 0 (RW), Section: I (CP), Section: II (CP), Section: V (MM), Section: V (MP), Section: VI (PP)",,Meat Products,Food Standards Agency,Wales
7096,ET Jones Sons & Daughter,Lamia,Bodedern,,Holyhead,LL65 3TU,,,,,,,,,,,,,,Section: I (SH),"Bovine, Caprine, Ovine, Porcine",,Food Standards Agency,Wales
7099,Conwy Valley Meats Limited,Cae Pys,Parry Road,,Llanrwst,LL26 0DG,,,,,,,,,,,,,,"Section: 0 (CS), Section: I (CP), Section: I (SH)","Bovine, Caprine, Ovine",,Food Standards Agency,Wales
7103,"David Thomas, James Thomas, Stephen Thomas & Simeon Thomas (T/A D & J Thomas)",Beech Avenue,Rhos,,Wrexham,LL14 1AF,,,,,,,,,,,,,,Section: I (SH),"Bovine, Caprine, Ovine, Porcine",,Food Standards Agency,Wales
7105,Cyril Jones and Stephen Jones T/A Jones Brothers,Stansty Lodge,Mold Road,,Wrexham,LL11 4YF,"CP (Cutting Plant), SH (Slaughterhouse)",,,,,,,,,,,,,"Section: 0 (CS), Section: I (CP), Section: I (SH), Section: III (CP), Section: III (SH)","Bovine, Caprine, Ovine, Porcine",,Food Standards Agency,Wales
7110,William E Edwards & Glyn Davies (T/A J Williams & Co),120 Vale Street,,,Denbigh,LL16 3BS,,"CP (Cutting Plant), GHE (Game Handling Establishment)",,,,,,,,,,,,"Section: 0 (CS), Section: I (CP), Section: I (SH), Section: IV (CP), Section: IV (GHE)","Bovine, Caprine, Ovine, Porcine",,Food Standards Agency,Wales
7115,Gwyn Jones & Robert Jones (T/A Stanley Jones),Onnen Fawr Farm,Hall Lane,Penycae,Wrexham,LL14 1UJ,,,"MM (Mince Meat Establishment), MP (Meat Preparation Establishment)",,,,,,,,,,,"Section: 0 (CS), Section: I (CP), Section: V (MM), Section: V (MP), Section: 0 (RW)",,,Food Standards Agency,Wales
DP 001,South Caernarfon Creameries Ltd,Rhydygwystl,Chilwog,,Pwllhei,LL53 6SB,,,,,,,"PP (Processing Plant), CC (Collection Centre)",,,,,,,"Section: IX (PP), Section: IX (CC)",,,Gwynedd,Wales
DP 002,Gareth Thomas,Garreg Wen Isaf,,,Penygroes,LL546PN,,,,,,,,EPC (Packing Centre),,,,,,Section: X (EPC),,,Gwynedd,Wales
DP 003,Wyau Desach Eggs,Tyn Twll,Clynnog Fawr,,Caernarfon,LL545DB,,,,,,,,EPC (Packing Centre),,,,,,Section: X (EPC),,,Gwynedd,Wales
DP 004,R H Evans,Unit 8,Glan Y Don Industrial Estate ,,Pwllheli,LL53 6SB,,,MP (Meat Preparation Establishment),PP (Processing Plant),,,,,,,,,,"Section: V (MP), Section: VI (PP)",,,Gwynedd,Wales
DP 005,Treddafydd Farm,Tre Ddafydd,Llithfaen,,Pwllheli,LL536NL,,,,,,,,EPC (Packing Centre),,,,,,Section: X (EPC),,,Gwynedd,Wales
DP 006,Llys Ifor Farm,Llys Ifor,Rhoslan,,Pwllheli,LL520NW,,,,,,,,EPC (Packing Centre),,,,,,Section: X (EPC),,,Gwynedd,Wales
DP 014,GRH Food Company Ltd,Cromlech Fields,Y Ffôr,,Pwllheli,LL53 6UW,,,,,,,PP (Processing Plant),,,,,,,"Section: 0 (CS), Section: IX (PP)",,,Gwynedd,Wales
DP 015,Extramussels Ltd,Porth Penrhyn,,,Bangor,LL57 4HN,,,,,,"FFPP (Fresh Fishery Products Plant), PP (Processing Plant)",,,,,,,,"Section: VIII (FFPP), Section: VIII (PP)",,,Gwynedd,Wales
DP 017,Glasfryn Parc,Y Ffôr,,,Pwllheli,LL53 6RD,,,MM (Mince Meat Establishment),,,,,,,,,,,Section: V (MM),,,Gwynedd,Wales
DP 019,Selective Saefoods,Ffridd Wen,Tudweilliog,,Pwllheli,LL53 8BJ,,,,,,"FFPP (Fresh Fishery Products Plant), PP (Processing Plant)",,,,,,,,"Section: VIII (FFPP), Section: VIII (PP)",,,Gwynedd,Wales
DP 020,Ready Foods,Cibyn Industrial Estate,,,Caernarfon,LL55 2BD,,,,PP (Processing Plant),,,,,,,,,,Section: VI (PP),,,Gwynedd,Wales
DP 022,Ross Shellfish,Unit 7,Cibyn Industrial Estate,,Caernarfon,LL55 2BD,,,,,"PC (Purification Centre), DC (Dispatch Centre)",,,,,,,,,"Section: VII (PC), Section: VII (DC)",,,Gwynedd,Wales
DP 024,Roberts of Port Dinorwic Ltd,Griffiths Crossing,,,Caernarfon,LL55 1TS,,,MP (Meat Preparation Establishment),PP (Processing Plant),,,,,,,,,,"Section: V (MP), Section: VI (PP)",,,Gwynedd,Wales
DP 026,Aberdaron Seafood Ltd,Fishermans Workshop,Cwrt,Uwchmynydd,Pwllheli,LL53 8DA,,,,,,"FFPP (Fresh Fishery Products Plant), PP (Processing Plant)",,,,,,,,"Section: VIII (FFPP), Section: VIII (PP)",,,Gwynedd,Wales
DP 029,Ifors Foods Ltd,34 Beach Road,,,Y Felinheli,LL56 4RQ,,,MP (Meat Preparation Establishment),PP (Processing Plant),,,,,,,,,,"Section: V (MP), Section: VI (PP)",,,Gwynedd,Wales
DP 030,Harlech Foodservices Limited ,Parc Amaeth,Llanystumdwy,,Criccieth,LL52 0LJ,,,,,,,PP (Processing Plant),,,,,,,"Section: 0 (CS), Section: IX (PP)",,,Gwynedd,Wales
DP 031,Pysgod Llyn Seafoods Ltd,Pen Y  Berth,Penrhos,,Pwllheli,LL53 6BL,,,,,,"FFPP (Fresh Fishery Products Plant), PP (Processing Plant)",,,,,,,,"Section: VIII (FFPP), Section: VIII (PP)",,,Gwynedd,Wales
DP 032,Mr I W Owen and Mrs D Owen,Glanrhyd Farm,,,Pentir,LL57 4EB,,,,,,,,EPC (Packing Centre),,,,,,Section: X (EPC),,,Gwynedd,Wales
DP 033,G H Griffith a’r Gwmni,Plas Newydd,Llwyndyrus,,Pwllheli,LL53 6NG,,,,,,,,EPC (Packing Centre),,,,,,Section: X (EPC),,,Gwynedd,Wales
DP 034,Wyau’r Hirdre,Hirdre Isaf,Edern,,Pwllheli,LL53 8YY,,,,,,,,EPC (Packing Centre),,,,,,Section: X (EPC),,,Gwynedd,Wales
DP 036,E & A Thomas,Erw Fforch,Bethel,,Caernarfon,LL55 3PS,,,,,,,,EPC (Packing Centre),,,,,,Section: X (EPC),,,Gwynedd,Wales
